strain	species	species_match	contig_count	N50	largest_contig	total_size	ambiguous_bases	QC_warnings	ST	Antibiotic	Resistance.phenotype	Measurement.sign	Measurement	Measurement.units	Laboratory.Typing.Method	Testing.standard	Testing.standard.year.or.version	Laboratory.Typing.Platform	Vendor	Laboratory.Typing.Method.Version.or.Reagent	index	Greater	Measurement.Round	Flq_mutations
IES020	Klebsiella pneumoniae	strong	74	369266	1314262	5394727	no	-	ST280	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biom<8e>rieux		Addenbrookes	2	2	-
IES077	Klebsiella pneumoniae	strong	89	358729	677520	5420194	no	-	ST323	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biom<8e>rieux		Addenbrookes	1	1	-
IES065	Klebsiella pneumoniae	strong	56	726600	1005084	5369819	no	-	ST251	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biom<8e>rieux		Addenbrookes	1	1	-
KPN006	Klebsiella pneumoniae	strong	99	258693	759340	5394800	no	-	ST45	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biom<8e>rieux		Addenbrookes	4	4	-
KPN013	Klebsiella pneumoniae	strong	103	297771	958378	5497906	no	-	ST4023	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biom<8e>rieux		Addenbrookes	1	1	-
KPN020	Klebsiella pneumoniae	strong	266	155551	366757	5961026	no	-	ST240	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biom<8e>rieux		Addenbrookes	4	4	-
G18503166	Klebsiella pneumoniae	strong	93	364432	1037800	5478508	no	-	ST530	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	2	2	-
G18503167	Klebsiella pneumoniae	strong	85	1002830	1945169	5789347	no	-	ST716	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	2	2	-
G18503170	Klebsiella pneumoniae	strong	105	323540	1037800	5476448	no	-	ST530	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	2	2	-
G18503171	Klebsiella pneumoniae	strong	74	1002294	1989103	5734759	no	-	ST1801	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	2	2	-
G18503175	Klebsiella pneumoniae	strong	62	427955	771571	5332782	no	-	ST1801	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	2	2	-
G18503177	Klebsiella pneumoniae	strong	99	269853	562503	5487293	no	-	ST86	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	4	4	-
G18503179	Klebsiella pneumoniae	strong	78	215054	641346	5276483	no	-	ST5247	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18503195	Klebsiella pneumoniae	strong	154	370348	852154	5468613	no	-	ST4	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	4	4	-
G18503404	Klebsiella pneumoniae	strong	276	321301	509398	5760326	no	-	ST70	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	2	2	-
G18583057	Klebsiella pneumoniae	strong	44	997706	1832744	5117256	no	-	ST5241	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18583075	Klebsiella pneumoniae	strong	42	997706	1832744	5117313	no	-	ST5241	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18583076	Klebsiella pneumoniae	strong	44	997706	1832744	5117414	no	-	ST5241	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18583077	Klebsiella pneumoniae	strong	43	997706	1832744	5117614	no	-	ST5241	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18583078	Klebsiella pneumoniae	strong	117	273020	676979	5395097	no	-	ST5243	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18583089	Klebsiella pneumoniae	strong	130	171432	367951	5255005	no	-	ST502	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18583099	Klebsiella pneumoniae	strong	42	921536	1832561	5109181	no	-	ST5241	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18584016	Klebsiella pneumoniae	strong	145	252867	509757	5752692	no	-	ST25	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	4	4	-
G18584024	Klebsiella pneumoniae	strong	156	222964	509757	5752855	no	-	ST25	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	4	4	-
G18584051	Klebsiella pneumoniae	strong	115	356276	993141	5443158	no	-	ST4	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	2	2	-
G18584055	Klebsiella pneumoniae	strong	92	352714	749828	5419658	no	-	ST17	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18584056	Klebsiella pneumoniae	strong	77	328552	749828	5419145	no	-	ST17	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18584057	Klebsiella pneumoniae	strong	134	194352	367951	5262517	no	-	ST502	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18584139	Klebsiella pneumoniae	strong	73	438478	749828	5420907	no	-	ST17	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18584141	Klebsiella pneumoniae	strong	114	339284	993141	5447088	no	-	ST4	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18584142	Klebsiella pneumoniae	strong	154	222964	509757	5752041	no	-	ST25	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	4	4	-
G18584143	Klebsiella pneumoniae	strong	77	438478	703457	5420441	no	-	ST17	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18584146	Klebsiella pneumoniae	strong	93	318644	1133590	5498706	no	-	ST111	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	4	4	-
G18584170	Klebsiella pneumoniae	strong	104	281171	545713	5499940	no	-	ST342	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	4	4	-
G18584171	Klebsiella pneumoniae	strong	44	997706	1832744	5117220	no	-	ST5241	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18584175	Klebsiella pneumoniae	strong	70	438478	749828	5419994	no	-	ST17	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18584176	Klebsiella pneumoniae	strong	45	793194	1832744	5116928	no	-	ST5241	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18584177	Klebsiella pneumoniae	strong	68	438478	752552	5420819	no	-	ST17	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18584178	Klebsiella pneumoniae	strong	132	320999	551494	5517088	no	-	ST25	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	2	2	-
G18584181	Klebsiella pneumoniae	strong	45	793194	1832744	5117281	no	-	ST5241	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18584182	Klebsiella pneumoniae	strong	58	415948	906293	5115755	no	-	ST5241	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18584190	Klebsiella pneumoniae	strong	43	997706	1832744	5117281	no	-	ST5241	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18584194	Klebsiella pneumoniae	strong	43	997706	1832744	5117281	no	-	ST5241	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18584195	Klebsiella pneumoniae	strong	154	222964	509757	5749811	no	-	ST25	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	4	4	-
G18584198	Klebsiella pneumoniae	strong	100	370104	993141	5447909	no	-	ST4	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18584200	Klebsiella pneumoniae	strong	99	372668	1013474	5392110	no	-	ST5243	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18584201	Klebsiella pneumoniae	strong	129	290914	488380	5446751	no	-	ST25	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	2	2	-
G18584203	Klebsiella pneumoniae	strong	43	997706	1832744	5117281	no	-	ST5241	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18584204	Klebsiella pneumoniae	strong	43	997706	1832744	5117109	no	-	ST5241	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18584207	Klebsiella pneumoniae	strong	43	997525	1832744	5117100	no	-	ST5241	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
G18600042	Klebsiella pneumoniae	strong	112	201814	470415	5526791	no	-	ST73	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	4	4	-
G18600045	Klebsiella pneumoniae	strong	123	204506	512326	5487435	no	-	ST17	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Nigeria_GHRU	1	1	-
uk_18A3B	Klebsiella pneumoniae	strong	70	187633	464552	5197529	no	-	ST234	ciprofloxacin	resistant	>	1	mg/L	MIC (broth dilution)	EUCAST					Stoesser_2013	2	2	-
uk_19C8D	Klebsiella variicola subsp. variicola	strong	177	112691	271925	5951982	yes (1)	ambiguous_bases	ST3699	ciprofloxacin	resistant	>	1	mg/L	MIC (broth dilution)	EUCAST					Stoesser_2013	2	2	-
uk_19C21C	Klebsiella pneumoniae	strong	68	301611	484693	5387723	no	-	ST45	ciprofloxacin	resistant	>	1	mg/L	MIC (broth dilution)	EUCAST					Stoesser_2013	2	2	-
uk_17C22I	Klebsiella pneumoniae	strong	159	148061	326675	5591104	no	-	ST3042	ciprofloxacin	resistant	>	1	mg/L	MIC (broth dilution)	EUCAST					Stoesser_2013	2	2	-
uk_17A1L	Klebsiella variicola subsp. variicola	strong	66	318030	647469	5677961	no	-	ST2551	ciprofloxacin	resistant	>	1	mg/L	MIC (broth dilution)	EUCAST					Stoesser_2013	2	2	-
uk_8C25C	Klebsiella pneumoniae	strong	77	265038	724947	5449168	no	-	ST4910	ciprofloxacin	resistant	>	1	mg/L	MIC (broth dilution)	EUCAST					Stoesser_2013	2	2	-
uk_8A23D	Klebsiella variicola subsp. variicola	strong	43	319644	476635	5365163	no	-	ST206-3LV	ciprofloxacin	resistant	>	1	mg/L	MIC (broth dilution)	EUCAST					Stoesser_2013	2	2	-
uk_8B30E	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	53	282775	613429	5226043	no	-	ST4990	ciprofloxacin	resistant	>	1	mg/L	MIC (broth dilution)	EUCAST					Stoesser_2013	2	2	-
uk_5A33J	Klebsiella pneumoniae	strong	82	187562	480340	5535102	no	-	ST14	ciprofloxacin	resistant	>	1	mg/L	MIC (broth dilution)	EUCAST					Stoesser_2013	2	2	-
uk_8B10J	Klebsiella variicola subsp. variicola	strong	94	302149	749187	5455292	no	-	ST146-4LV	ciprofloxacin	resistant	>	1	mg/L	MIC (broth dilution)	EUCAST					Stoesser_2013	2	2	-
uk_19C33D	Klebsiella pneumoniae	strong	143	365854	1178276	5690971	no	-	ST490	ciprofloxacin	resistant	>	1	mg/L	MIC (broth dilution)	EUCAST					Stoesser_2013	2	2	-
uk_17A18I	Klebsiella pneumoniae	strong	219	197098	709961	5510765	no	-	ST490	ciprofloxacin	resistant	>	1	mg/L	MIC (broth dilution)	EUCAST					Stoesser_2013	2	2	-
uk_18A5D	Klebsiella pneumoniae	strong	160	250648	486613	5510922	no	-	ST45	ciprofloxacin	resistant	>	1	mg/L	MIC (broth dilution)	EUCAST					Stoesser_2013	2	2	-
uk_19B25H	Klebsiella pneumoniae	strong	176	321760	770602	5704424	no	-	ST490	ciprofloxacin	resistant	>	1	mg/L	MIC (broth dilution)	EUCAST					Stoesser_2013	2	2	-
uk_17B14C	Klebsiella pneumoniae	strong	92	243303	685096	5524265	no	-	ST14	ciprofloxacin	resistant	>	1	mg/L	MIC (broth dilution)	EUCAST					Stoesser_2013	2	2	-
uk_18A11I	Klebsiella pneumoniae	strong	82	262092	608748	5597820	no	-	ST380	ciprofloxacin	resistant	>	1	mg/L	MIC (broth dilution)	EUCAST					Stoesser_2013	2	2	-
uk_18B32C	Klebsiella pneumoniae	strong	80	244360	489877	5251018	no	-	ST2436	ciprofloxacin	resistant	>	1	mg/L	MIC (broth dilution)	EUCAST					Stoesser_2013	2	2	-
uk_17C30F	Klebsiella variicola subsp. variicola	strong	54	329813	1029827	5734860	no	-	ST3955	ciprofloxacin	resistant	>	1	mg/L	MIC (broth dilution)	EUCAST					Stoesser_2013	2	2	-
uk_18A34K	Klebsiella pneumoniae	strong	77	355439	807013	5533302	yes (1)	ambiguous_bases	ST1686	ciprofloxacin	resistant	>	1	mg/L	MIC (broth dilution)	EUCAST					Stoesser_2013	2	2	-
uk_8B35L	Klebsiella pneumoniae	strong	69	351289	411983	5292862	no	-	ST883-2LV	ciprofloxacin	resistant	>	1	mg/L	MIC (broth dilution)	EUCAST					Stoesser_2013	2	2	-
uk_17A9K	Klebsiella pneumoniae	strong	84	252901	724404	5440214	no	-	ST17	ciprofloxacin	resistant	>	1	mg/L	MIC (broth dilution)	EUCAST					Stoesser_2013	2	2	-
uk_18B24A	Klebsiella pneumoniae	strong	86	293510	559416	5565172	no	-	ST14	ciprofloxacin	resistant	>	1	mg/L	MIC (broth dilution)	EUCAST					Stoesser_2013	2	2	-
uk_19A13I	Klebsiella pneumoniae	strong	92	315069	884845	5539346	no	-	ST22	ciprofloxacin	resistant	>	1	mg/L	MIC (broth dilution)	EUCAST					Stoesser_2013	2	2	-
uk_8C11D	Klebsiella pneumoniae	strong	134	310555	683482	5530400	no	-	ST309	ciprofloxacin	resistant	>	1	mg/L	MIC (broth dilution)	EUCAST					Stoesser_2013	2	2	-
HE002	Klebsiella pneumoniae	strong	78	387964	1407901	5421016	no	-	ST711	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	2	2	-
HE003	Klebsiella pneumoniae	strong	81	376163	1407940	5419479	no	-	ST711	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	2	2	-
HE004	Klebsiella pneumoniae	strong	173	240348	1012130	5456513	no	-	ST17	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	2	2	-
HE005	Klebsiella pneumoniae	strong	93	364786	1233263	5416577	no	-	ST711	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	2	2	-
HE009	Klebsiella pneumoniae	strong	177	240348	766414	5455817	no	-	ST17	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	2	2	-
HE014	Klebsiella pneumoniae	strong	82	376166	1407901	5419216	no	-	ST711	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	2	2	-
HE020	Klebsiella pneumoniae	strong	89	376166	1233263	5418529	no	-	ST711	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	2	2	-
HE021	Klebsiella pneumoniae	strong	243	149832	423038	5582897	no	-	ST336	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	4	4	-
HE022	Klebsiella pneumoniae	strong	214	292274	730966	5611817	no	-	ST336	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE023	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	144	392797	1223260	5570231	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE024	Klebsiella pneumoniae	strong	202	411520	1149151	5617241	no	-	ST336	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE120	Klebsiella pneumoniae	strong	99	277262	503143	5494811	no	-	ST3806	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE123	Klebsiella pneumoniae	strong	188	195509	421076	5634426	no	-	ST25	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	2	2	-
HE130	Klebsiella pneumoniae	strong	169	220621	552967	5624928	no	-	ST45	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE132	Klebsiella pneumoniae	strong	106	310970	512450	5575464	no	-	ST25	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	4	4	-
HE135	Klebsiella pneumoniae	strong	194	445496	776316	5816598	no	-	ST48	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	2	2	-
HE140	Klebsiella pneumoniae	strong	307	130085	321657	5986923	no	-	ST48	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	4	4	-
HE141	Klebsiella pneumoniae	strong	156	391214	797079	5528356	no	-	ST48	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	2	2	-
HE142	Klebsiella pneumoniae	strong	218	318030	620358	5696858	no	-	ST397	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	2	2	-
HE143	Klebsiella pneumoniae	strong	224	321317	620358	5695780	no	-	ST397	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	4	4	-
HE144	Klebsiella pneumoniae	strong	237	316835	620358	5694105	no	-	ST397	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	2	2	-
HE148	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	208	230893	574893	5883186	no	-	ST334	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	2	2	-
HE149	Klebsiella pneumoniae	strong	217	193856	485297	5755262	no	-	ST48	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	2	2	-
HE150	Klebsiella pneumoniae	strong	180	311944	797079	5760166	no	-	ST48	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	2	2	-
HE152	Klebsiella pneumoniae	strong	268	193881	485297	5729820	no	-	ST48	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	2	2	-
HE153	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	228	252069	640211	5892119	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE159	Klebsiella pneumoniae	strong	195	285192	776316	5745881	no	-	ST48	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	2	2	-
HE163	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	230	252069	640211	5786991	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE164	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	226	252069	854789	5783272	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE165	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	227	244845	854789	5783659	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE167	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	214	267330	891010	5749675	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE169	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	230	252069	640211	5785517	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE172	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	217	271732	574893	5729354	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE173	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	230	252069	743666	5786057	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE174	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	222	276113	743551	5788235	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE175	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	224	315065	640211	5787218	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE180	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	225	244157	640211	5786289	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE183	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	157	315065	640211	5545659	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE184	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	227	252069	854781	5786439	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE187	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	234	252069	640211	5786251	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE188	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	234	230780	574893	5779111	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE189	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	208	286701	640211	5780209	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE190	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	224	252069	854781	5783771	no	-	ST334	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	2	2	-
HE191	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	164	315065	640211	5545117	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE192	Klebsiella pneumoniae	strong	155	185364	650947	5557870	no	-	ST48	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE193	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	228	252069	574893	5783848	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE194	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	170	286702	574893	5542430	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE195	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	216	286701	854687	5784592	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE197	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	163	315065	640211	5544853	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE198	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	170	435117	640211	5547107	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE199	Klebsiella pneumoniae	strong	138	268160	775517	5310761	no	-	ST48	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE201	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	222	286701	854687	5784430	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE205	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	213	225378	574893	5731721	no	-	ST334	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	4	4	-
HE206	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	178	286701	854781	5732095	no	-	ST334	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	4	4	-
HE207	Klebsiella pneumoniae	strong	158	348378	776315	5534852	no	-	ST48	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	2	2	-
HE208	Klebsiella pneumoniae	strong	178	248113	485297	5526578	no	-	ST48	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	2	2	-
HE211	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	236	230736	574890	5779437	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE025	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	179	118816	482303	5554233	no	-	ST334	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE026	Klebsiella pneumoniae	strong	244	263330	730787	5606158	no	-	ST336	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
HE027	Klebsiella pneumoniae	strong	149	220267	555081	5438575	no	-	ST13	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	2	2	-
HE028	Klebsiella pneumoniae	strong	220	328872	903688	5613071	no	-	ST336	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST					Heinz_2019	1	1	-
